file,maze_take_off_x,maze_take_off_y,maze_take_off_z,maze_enter_right_x,maze_enter_right_y,maze_enter_right_z,maze_enter_left_x,maze_enter_left_y,maze_enter_left_z,maze_enter_far-left_x,maze_enter_far-left_y,maze_enter_far-left_z,maze_enter_far-right_x,maze_enter_far-right_y,maze_enter_far-right_z,maze_y-join_left_x,maze_y-join_left_y,maze_y-join_left_z,maze_y-join_right_x,maze_y-join_right_y,maze_y-join_right_z,maze_exit_left_x,maze_exit_left_y,maze_exit_left_z,maze_exit_right_x,maze_exit_right_y,maze_exit_right_z
Y_Maze_12,-1011.937256,1562.070923,-19.368828,-1435.337524,-131.914154,13.17312,-364.485504,-141.853745,7.637672,1791.241089,-171.725372,13.862225,-3909.468262,-89.520508,1.979319,-394.537018,-1921.178223,41.305801,-1417.838257,-1906.45813,43.369423,388.24176,-3223.02002,62.469006,-2219.966553,-3222.713623,56.590767
