Trajectories
100
,,Landmark:landmark_11,,,Landmark:landmark_12,,,Landmark:landmark_13,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,-3484.770752,949.832886,1898.989014,-3546.017822,954.676880,1910.908081,-3620.281494,960.265747,1927.222656
2,0,-3484.777344,949.832764,1898.971924,-3546.020020,954.690002,1910.887817,-3620.282471,960.270142,1927.205933
3,0,-3484.783936,949.837219,1898.970947,-3546.092773,954.681641,1910.891235,-3620.290039,960.264954,1927.185791
4,0,-3484.864014,949.863831,1898.969971,-3546.097412,954.691223,1910.874268,-3620.296875,960.271545,1927.180908
5,0,-3484.802002,949.849487,1898.945068,-3546.103027,954.689758,1910.900024,-3620.295410,960.281433,1927.171753
6,0,-3484.799072,949.853455,1898.946899,-3546.101318,954.681641,1910.866699,-3620.293701,960.283936,1927.176392
7,0,-3484.791748,949.859924,1898.964966,-3546.029541,954.686768,1910.893188,-3620.219238,960.288269,1927.191772
8,0,-3484.797119,949.888672,1898.977417,-3546.022217,954.696228,1910.900391,-3620.209717,960.290833,1927.218994
9,0,-3484.934570,949.572937,1899.033936,-3546.023193,954.719788,1910.888184,-3620.209961,960.310486,1927.207520
10,0,-3484.784424,949.878174,1898.932861,-3546.026611,954.717224,1910.892212,-3620.207764,960.306213,1927.196411
11,0,-3484.801025,949.876038,1898.904053,-3546.030762,954.723389,1910.878662,-3620.282959,960.316772,1927.180420
12,0,-3485.053955,949.642334,1898.954590,-3546.106445,954.717712,1910.843506,-3620.290527,960.308289,1927.151733
13,0,-3484.868408,949.889587,1898.905396,-3546.109863,954.711243,1910.861816,-3620.290039,960.311096,1927.150635
14,0,-3484.960938,949.649902,1898.982544,-3546.103760,954.733459,1910.894165,-3620.279785,960.314880,1927.171509
15,0,-3484.795166,949.894836,1898.942261,-3546.026367,954.721375,1910.907104,-3620.207520,960.327026,1927.201660
