Trajectories
100
,,Landmark:landmark_11,,,Landmark:landmark_12,,,Landmark:landmark_13,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,1998.595947,902.719910,1329.101562,2061.603271,900.885742,1327.920166,2137.854736,897.967957,1325.396484
2,0,1998.629761,902.718628,1329.084229,2061.554443,900.862366,1327.928223,2137.817871,897.972229,1325.420654
3,0,1998.629761,902.718628,1329.084229,2061.568115,900.790588,1327.942871,2137.814697,897.967102,1325.416138
4,0,1998.610474,902.653625,1329.101318,2061.568115,900.790588,1327.942871,2137.814941,897.956726,1325.401123
5,0,1998.944458,903.812073,1328.670776,2061.856201,901.970093,1327.529175,2137.770752,897.947449,1325.385864
6,0,1998.569946,902.656067,1329.069458,2061.519531,900.779358,1327.885742,2137.814453,897.964783,1325.372559
7,0,1998.619019,902.717468,1329.032104,2061.546143,900.835693,1327.895142,2137.851074,897.986511,1325.366699
8,0,1998.612671,902.715942,1329.057739,2061.574463,900.857117,1327.868164,2137.816895,897.997559,1325.366943
9,0,1998.585693,902.714233,1329.116455,2061.568604,900.850037,1327.899536,2137.816650,898.001404,1325.367065
10,0,1998.643066,902.653015,1329.117188,2061.519531,900.778259,1327.902588,2137.779541,898.009094,1325.425415
11,0,1998.647705,902.647522,1329.132324,2061.530273,900.754028,1327.930298,2137.775391,897.984619,1325.430298
12,0,1998.612671,902.650452,1329.112427,2061.505615,900.755615,1327.868896,2137.784912,898.008179,1325.406372
13,0,1998.629150,902.723328,1329.070068,2061.483398,900.703003,1327.934937,2137.824463,898.003479,1325.396240
14,0,1998.574463,902.696472,1329.073364,2061.455078,900.781250,1327.826660,2137.832520,898.030212,1325.385132
15,0,1998.571899,902.695923,1329.070068,2061.481445,900.767456,1327.863403,2137.785156,898.024353,1325.398438
16,0,1998.579346,902.695129,1329.074585,2061.486328,900.764832,1327.903687,2137.812256,898.016418,1325.395874
17,0,1998.576050,902.695679,1329.129150,2061.451660,900.724487,1327.911377,2137.730957,897.978638,1325.468262
18,0,1998.558350,902.629822,1329.132690,2061.482910,900.716431,1327.925781,2137.739746,897.988770,1325.462891
19,0,1998.537842,902.648438,1329.162109,2061.507324,900.709229,1327.954590,2137.704346,897.989929,1325.466553
20,0,1998.552246,902.645203,1329.065674,2061.562744,900.734802,1327.953003,2137.784912,897.999390,1325.460449
21,0,1998.556152,902.642761,1329.101562,2061.521484,900.749390,1327.865845,2137.786377,898.000122,1325.431519
22,0,1998.859741,903.677490,1328.758667,2061.812744,901.803162,1327.592407,2137.820312,898.012817,1325.419556
23,0,1998.624634,902.726135,1329.050781,2061.534424,900.733887,1327.900757,2137.873779,898.032837,1325.375000
24,0,1998.628540,902.721741,1329.071289,2061.549072,900.715576,1327.928345,2137.872314,898.034363,1325.396729
25,0,1998.610840,902.647461,1329.113159,2061.549805,900.718384,1327.927368,2137.867920,898.013000,1325.389282
26,0,1998.603882,902.650085,1329.104248,2061.531738,900.714355,1327.954834,2137.857910,897.998962,1325.392212
27,0,1998.559814,902.619690,1329.101562,2061.489990,900.734863,1327.937378,2137.854980,898.001038,1325.410645
28,0,1998.573364,902.701477,1329.090332,2061.461914,900.705750,1327.888184,2137.822510,898.009460,1325.415649
29,0,1998.573608,902.701294,1329.031006,2061.469482,900.702454,1327.909546,2137.860596,898.022644,1325.389160
30,0,1998.596069,902.693420,1329.018066,2061.481934,900.764832,1327.853027,2137.808838,898.004333,1325.371948
31,0,1998.861938,903.620239,1328.690063,2061.750244,901.790527,1327.557129,2137.812256,898.020142,1325.353516
32,0,1998.582642,902.638794,1328.977905,2061.468262,900.723389,1327.838257,2137.846191,897.982300,1325.359741
33,0,1998.611694,902.630371,1329.001343,2061.526367,900.749634,1327.870483,2137.866455,898.003418,1325.366089
34,0,1998.681030,902.650757,1328.992188,2061.501465,900.761230,1327.838501,2137.864258,898.001648,1325.390259
35,0,1998.635620,902.662598,1328.998779,2061.496338,900.759216,1327.845093,2137.865234,898.005371,1325.388794
36,0,1998.649536,902.732483,1329.010864,2061.534912,900.744202,1327.883423,2137.868408,898.039124,1325.402466
37,0,1998.652710,902.732239,1329.015747,2061.546631,900.816223,1327.847656,2137.789062,898.022705,1325.395508
38,0,1998.593750,902.694580,1328.980225,2061.517334,900.802734,1327.832886,2137.789062,898.022400,1325.400391
39,0,1998.648682,902.720642,1328.975220,2061.530273,900.724976,1327.883179,2137.779541,897.987854,1325.384155
40,0,1998.629761,902.648132,1329.018921,2061.480469,900.698486,1327.890869,2137.779297,897.986084,1325.385254
41,0,1998.917358,903.643616,1328.734375,2061.773926,901.804565,1327.550903,2137.781738,897.999817,1325.405273
42,0,1998.582764,902.696655,1329.086060,2061.417969,900.720154,1327.867432,2137.779297,897.992126,1325.406494
43,0,1998.576782,902.697937,1329.135010,2061.440430,900.714783,1327.884033,2137.781006,898.011047,1325.405273
44,0,1998.593750,902.736328,1329.051147,2061.460938,900.775879,1327.870483,2137.791016,898.032104,1325.424194
45,0,1998.593628,902.735291,1329.052734,2061.526855,900.743164,1327.886719,2137.826660,898.015991,1325.382080
46,0,1998.622437,902.726257,1329.046753,2061.527100,900.743774,1327.852295,2137.785645,897.994446,1325.409912
47,0,1998.612793,902.660645,1329.003052,2061.535400,900.746704,1327.848389,2137.787354,897.998840,1325.411621
48,0,1998.614990,902.661194,1329.006348,2061.494629,900.760498,1327.808105,2137.791260,898.008606,1325.407593
49,0,1998.634644,902.656555,1328.981689,2061.519287,900.748535,1327.855835,2137.786133,897.997864,1325.401489
