Trajectories
100
,,Landmark:landmark_11,,,Landmark:landmark_12,,,Landmark:landmark_13,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,-2647.925537,1801.816650,1735.648438,-2643.776123,1862.809448,1723.107910,-2637.190186,1937.599121,1708.031006
2,0,-2647.924316,1801.815918,1735.671753,-2643.781738,1862.810669,1723.106689,-2637.190186,1937.599121,1708.031006
3,0,-2647.919922,1801.814819,1735.669922,-2643.793701,1862.812622,1723.095947,-2637.275879,1937.619507,1708.012207
4,0,-2647.917480,1801.814087,1735.663696,-2643.803955,1862.814453,1723.085571,-2637.272949,1937.618286,1708.037964
5,0,-2647.919189,1801.810913,1735.670776,-2643.803711,1862.807983,1723.091675,-2637.244629,1937.555420,1708.045044
6,0,-2647.918213,1801.807739,1735.675171,-2643.796875,1862.801147,1723.075195,-2637.288086,1937.611572,1708.056885
7,0,-2647.916748,1801.804443,1735.653687,-2643.774902,1862.791016,1723.111206,-2637.279785,1937.604492,1708.074463
8,0,-2647.917969,1801.801147,1735.661377,-2643.770508,1862.786011,1723.110718,-2637.285889,1937.601074,1708.053833
9,0,-2647.923828,1801.800171,1735.664673,-2643.779297,1862.782959,1723.110718,-2637.208252,1937.577148,1708.085693
10,0,-2647.926025,1801.798096,1735.685791,-2643.810059,1862.758667,1723.094604,-2637.279785,1937.588135,1708.041382
11,0,-2647.948730,1801.800415,1735.660034,-2643.822510,1862.780396,1723.092529,-2637.299805,1937.589478,1708.070312
12,0,-2647.954834,1801.799805,1735.682007,-2643.834961,1862.777954,1723.109253,-2637.310303,1937.587280,1708.060303
13,0,-2647.955078,1801.795898,1735.687012,-2643.836182,1862.775024,1723.110352,-2637.274658,1937.522095,1708.079834
14,0,-2647.955566,1801.793579,1735.693237,-2643.810791,1862.765381,1723.127563,-2637.259521,1937.536743,1708.081909
15,0,-2647.947510,1801.793091,1735.693481,-2643.743896,1862.751831,1723.138062,-2637.188965,1937.499390,1708.101929
16,0,-2647.937988,1801.793213,1735.688965,-2643.763916,1862.758789,1723.139893,-2637.187988,1937.499390,1708.102295
17,0,-2647.953125,1801.767212,1735.676514,-2643.780762,1862.760254,1723.117432,-2637.192871,1937.496826,1708.045776
18,0,-2647.929443,1801.789673,1735.664429,-2643.792969,1862.763794,1723.095581,-2637.281006,1937.520630,1708.059937
19,0,-2647.957764,1801.849121,1735.657227,-2643.812744,1862.765991,1723.084717,-2637.281982,1937.517578,1708.005981
20,0,-2647.936035,1801.790771,1735.659790,-2643.826172,1862.768677,1723.083618,-2637.283447,1937.520508,1708.069702
21,0,-2647.941162,1801.790405,1735.685669,-2643.811523,1862.767944,1723.091187,-2637.284180,1937.519897,1708.069946
22,0,-2647.938232,1801.792114,1735.689087,-2643.803711,1862.764648,1723.114258,-2637.199707,1937.501221,1708.087646
23,0,-2647.939453,1801.790771,1735.690063,-2643.787842,1862.762085,1723.117188,-2637.188965,1937.499390,1708.101929
24,0,-2647.944092,1801.769531,1735.691528,-2643.791016,1862.763428,1723.117065,-2637.198486,1937.500977,1708.088501
25,0,-2647.942871,1801.790894,1735.690063,-2643.816162,1862.744873,1723.113647,-2637.275879,1937.519409,1708.081543
26,0,-2647.944092,1801.790405,1735.689209,-2643.832520,1862.769531,1723.095337,-2637.277100,1937.519531,1708.080811
27,0,-2647.939453,1801.791870,1735.663086,-2643.830078,1862.770264,1723.086792,-2637.284180,1937.519775,1708.070068
28,0,-2647.947021,1801.793091,1735.665894,-2643.818115,1862.766846,1723.096191,-2637.283936,1937.518677,1708.071045
29,0,-2647.942871,1801.794189,1735.712036,-2643.791260,1862.763062,1723.112305,-2637.278809,1937.517822,1708.081421
30,0,-2647.939209,1801.793579,1735.668091,-2643.785156,1862.764282,1723.157471,-2637.277588,1937.518799,1708.081055
31,0,-2647.925049,1801.789551,1735.672974,-2643.761475,1862.756592,1723.127563,-2637.216797,1937.560059,1708.097168
32,0,-2647.938232,1801.793945,1735.713745,-2643.781494,1862.760132,1723.127930,-2637.180908,1937.495728,1708.060303
33,0,-2647.939697,1801.792114,1735.669434,-2643.791504,1862.763306,1723.102783,-2637.280762,1937.593994,1708.034790
34,0,-2647.942383,1801.795044,1735.709717,-2643.816162,1862.767822,1723.109985,-2637.299805,1937.576904,1708.032959
35,0,-2647.958496,1801.774780,1735.723389,-2643.822998,1862.746826,1723.117432,-2637.299805,1937.576904,1708.032959
36,0,-2647.954346,1801.796997,1735.723511,-2643.822266,1862.747314,1723.104004,-2637.299805,1937.577026,1708.032837
37,0,-2647.942139,1801.796387,1735.707153,-2643.778564,1862.760864,1723.113403,-2637.270264,1937.516846,1708.037964
38,0,-2647.935791,1801.792847,1735.712402,-2643.766846,1862.758423,1723.124146,-2637.209961,1937.557495,1708.054077
39,0,-2647.935303,1801.792603,1735.669434,-2643.772705,1862.760864,1723.113525,-2637.183594,1937.497559,1708.039185
40,0,-2647.927002,1801.789062,1735.674316,-2643.783691,1862.759888,1723.062378,-2637.192871,1937.496826,1708.045776
41,0,-2647.937744,1801.790771,1735.671265,-2643.800293,1862.764282,1723.050415,-2637.280762,1937.593994,1708.034790
42,0,-2647.935303,1801.790894,1735.668091,-2643.824463,1862.769653,1723.081665,-2637.269043,1937.515625,1708.039551
43,0,-2647.937500,1801.791260,1735.670532,-2643.833984,1862.766235,1723.065186,-2637.275879,1937.515869,1708.028442
44,0,-2647.941895,1801.793335,1735.672241,-2643.827637,1862.770508,1723.093506,-2637.271240,1937.516113,1708.038208
45,0,-2647.950439,1801.793945,1735.679199,-2643.816650,1862.767212,1723.110962,-2637.242676,1937.533813,1708.033691
46,0,-2647.955566,1801.795532,1735.679077,-2643.811279,1862.764771,1723.079956,-2637.240723,1937.531128,1708.054932
47,0,-2647.961670,1801.795898,1735.676514,-2643.838379,1862.750488,1723.100830,-2637.257568,1937.514771,1708.053467
48,0,-2647.962646,1801.796143,1735.693359,-2643.866943,1862.752197,1723.054077,-2637.360352,1937.534912,1708.025391
49,0,-2647.994141,1801.779785,1735.663208,-2643.886475,1862.753540,1723.038696,-2637.372803,1937.536987,1708.008789
50,0,-2647.982178,1801.797974,1735.682251,-2643.911865,1862.783569,1723.054321,-2637.373779,1937.537231,1708.008057
51,0,-2647.975098,1801.797119,1735.683716,-2643.911377,1862.787476,1723.093750,-2637.374756,1937.537354,1708.007324
52,0,-2647.974121,1801.797119,1735.687378,-2643.823975,1862.769043,1723.103516,-2637.270020,1937.515991,1708.038818
53,0,-2647.972168,1801.799194,1735.667236,-2643.811523,1862.768921,1723.116211,-2637.242188,1937.532349,1708.053467
54,0,-2647.964355,1801.797974,1735.672852,-2643.795654,1862.762817,1723.084839,-2637.259277,1937.513062,1708.053955
55,0,-2647.966553,1801.797852,1735.673340,-2643.821777,1862.766479,1723.069580,-2637.261230,1937.513550,1708.052612
56,0,-2647.957275,1801.796387,1735.671875,-2643.843262,1862.772461,1723.052856,-2637.271973,1937.515381,1708.038330
57,0,-2647.973633,1801.800049,1735.665649,-2643.906006,1862.785034,1723.037231,-2637.281494,1937.517822,1708.023804
58,0,-2647.956787,1801.795532,1735.663940,-2643.867188,1862.775757,1723.056519,-2637.275879,1937.515869,1708.028442
59,0,-2647.960205,1801.796265,1735.684692,-2643.839844,1862.769287,1723.072632,-2637.277100,1937.516968,1708.026733
60,0,-2647.946045,1801.794189,1735.685669,-2643.805176,1862.763184,1723.081055,-2637.297607,1937.576660,1708.034180
61,0,-2647.939453,1801.790405,1735.693604,-2643.801758,1862.764526,1723.123413,-2637.268555,1937.515015,1708.058228
62,0,-2647.931641,1801.789307,1735.691284,-2643.806641,1862.765869,1723.107788,-2637.298828,1937.576782,1708.033569
63,0,-2647.930908,1801.790039,1735.686646,-2643.812256,1862.767090,1723.080444,-2637.297852,1937.577393,1708.033325
64,0,-2647.938721,1801.791504,1735.656616,-2643.836914,1862.771240,1723.070923,-2637.311035,1937.578125,1708.018799
65,0,-2647.942139,1801.791992,1735.654907,-2643.849854,1862.771729,1723.062134,-2637.323730,1937.581177,1708.002197
66,0,-2647.949463,1801.794556,1735.652222,-2643.845703,1862.772949,1723.064697,-2637.312256,1937.579590,1707.999146
67,0,-2647.929443,1801.791016,1735.663818,-2643.822998,1862.767578,1723.093994,-2637.318115,1937.581543,1708.060913
