Trajectories
100
,,Landmark:landmark_11,,,Landmark:landmark_12,,,Landmark:landmark_13,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
19,0,1979.155640,-1180.679932,1356.531250,2038.625977,-1180.011841,1359.428101,2114.536133,-1176.806396,1362.045898
20,0,1979.153320,-1180.685791,1356.533936,2038.606934,-1179.988159,1359.443726,2114.384766,-1176.695801,1361.995972
21,0,1979.211792,-1180.682251,1356.544067,2038.597290,-1180.040649,1359.445312,2114.332520,-1176.658569,1361.985962
22,0,1979.157593,-1180.667725,1356.543091,2038.718506,-1180.056519,1359.526367,2114.513428,-1176.791138,1362.040283
23,0,1979.158569,-1180.666626,1356.552734,2038.596680,-1180.022217,1359.470825,2114.516602,-1176.802734,1362.037109
24,0,1979.157471,-1180.665527,1356.521240,2038.613037,-1180.096069,1359.477905,2114.510254,-1176.793335,1362.030029
25,0,1979.160645,-1180.665039,1356.529419,2038.701538,-1180.162720,1359.495728,2114.527344,-1176.802734,1362.033691
26,0,1979.164917,-1180.661377,1356.548096,2038.622437,-1180.127808,1359.497925,2114.410889,-1176.725830,1362.016357
27,0,1979.164673,-1180.660522,1356.549316,2038.652710,-1180.116577,1359.543335,2114.390381,-1176.694458,1362.009155
28,0,1979.272705,-1180.678589,1356.541260,2038.651245,-1180.192505,1359.542236,2114.313232,-1176.632812,1361.978516
29,0,1979.216675,-1180.665405,1356.531128,2038.667969,-1180.247437,1359.564575,2114.561523,-1176.799927,1362.089966
30,0,1979.310669,-1180.689453,1356.423828,2038.733032,-1180.316895,1359.600220,2114.592773,-1176.848999,1362.099121
31,0,1979.264893,-1180.669067,1356.452026,2038.736328,-1180.282593,1359.579956,2114.591064,-1176.836670,1362.109619
32,0,1979.223511,-1180.659790,1356.545410,2038.730591,-1180.284668,1359.574707,2114.574463,-1176.818481,1362.099487
33,0,1979.231079,-1180.647949,1356.560059,2038.702026,-1180.288818,1359.513428,2114.619141,-1176.851196,1362.105469
34,0,1979.229248,-1180.654907,1356.565918,2038.612549,-1180.287598,1359.490234,2114.612061,-1176.838745,1362.091553
35,0,1979.223633,-1180.658813,1356.550903,2038.719238,-1180.279297,1359.594604,2114.434814,-1176.743530,1362.075073
36,0,1979.162231,-1180.660889,1356.543823,2038.555664,-1179.605469,1359.373047,2114.586914,-1176.821167,1362.100830
37,0,1979.163208,-1180.671509,1356.514038,2038.603027,-1179.983643,1359.452271,2114.282959,-1176.603271,1361.989502
38,0,1979.110352,-1180.656372,1356.515503,2038.610718,-1179.988403,1359.457153,2114.498535,-1176.760010,1362.046509
39,0,1979.218872,-1180.664551,1356.535400,2038.718994,-1180.004150,1359.496826,2114.542969,-1176.807129,1362.060913
40,0,1979.273682,-1180.670654,1356.509888,2038.657227,-1179.996460,1359.494873,2114.525635,-1176.789062,1362.043823
41,0,1979.222778,-1180.668701,1356.483154,2038.719849,-1180.001587,1359.488525,2114.052002,-1176.433716,1361.864624
42,0,1979.222168,-1180.660889,1356.533569,2038.641968,-1179.972900,1359.469971,2114.476318,-1176.739868,1362.002319
43,0,1979.267700,-1180.675781,1356.469360,2038.624756,-1180.082153,1359.453369,2114.065674,-1176.442871,1361.850708
44,0,1979.255127,-1180.685669,1356.419312,2038.635986,-1180.113281,1359.474121,2114.072998,-1176.472412,1361.903198
45,0,1979.268799,-1180.666504,1356.564697,2038.615234,-1180.095703,1359.484985,2114.000000,-1176.449463,1361.898193
46,0,1979.219971,-1180.661255,1356.463745,2038.712769,-1180.179199,1359.562866,2114.012451,-1176.458496,1361.901123
47,0,1979.221558,-1180.658447,1356.451416,2038.720337,-1180.178589,1359.553589,2114.020508,-1176.406128,1361.883057
48,0,1979.173828,-1180.650635,1356.512207,2038.633301,-1180.170654,1359.520142,2114.021973,-1176.461060,1361.901978
49,0,1979.176636,-1180.653198,1356.536987,2038.663574,-1180.307129,1359.488647,2114.025146,-1176.465576,1361.903931
50,0,1979.221313,-1180.664917,1356.551880,2038.724854,-1180.290283,1359.536255,2114.106689,-1176.493042,1361.910889
51,0,1979.254395,-1180.687500,1356.435303,2038.541504,-1179.616333,1359.357300,2114.051270,-1176.429932,1361.879150
52,0,1979.160400,-1180.673950,1356.507080,2038.671509,-1180.005371,1359.529663,2114.104980,-1176.452271,1361.894409
53,0,1979.158691,-1180.660645,1356.522583,2038.702271,-1180.006348,1359.499878,2114.072998,-1176.449463,1361.894897
54,0,1979.220947,-1180.662109,1356.549561,2038.739868,-1179.990356,1359.512573,2114.079102,-1176.453003,1361.907104
55,0,1979.214111,-1180.662231,1356.478394,2038.717041,-1179.990967,1359.518188,2114.084229,-1176.462280,1361.893555
56,0,1979.161865,-1180.650513,1356.498413,2038.638306,-1179.984741,1359.472656,2114.081543,-1176.425781,1361.869385
57,0,1979.107544,-1180.647827,1356.536377,2038.627686,-1180.016602,1359.461182,2114.083496,-1176.456543,1361.864136
58,0,1979.154785,-1180.664673,1356.510986,2038.618774,-1180.011475,1359.458984,2114.178467,-1176.530396,1361.887573
59,0,1979.211792,-1180.670654,1356.525757,2038.631470,-1180.020264,1359.469849,2114.181152,-1176.506226,1361.882080
60,0,1979.163208,-1180.650391,1356.538940,2038.661011,-1180.047119,1359.480835,2114.185791,-1176.489746,1361.871826
61,0,1979.118408,-1180.637939,1356.519043,2038.717285,-1179.632812,1359.418579,2114.152832,-1176.481567,1361.893311
62,0,1979.225098,-1180.648438,1356.533813,2038.749756,-1179.965942,1359.505859,2114.207275,-1176.522827,1361.911255
63,0,1979.225342,-1180.647949,1356.524658,2038.719604,-1180.004395,1359.480347,2114.339111,-1176.653076,1361.975342
64,0,1979.113647,-1180.646851,1356.500854,2038.735107,-1179.996582,1359.515869,2114.201172,-1176.550049,1361.942017
65,0,1979.171997,-1180.649536,1356.528687,2038.739014,-1180.009155,1359.516113,2114.577393,-1176.842285,1362.078125
66,0,1979.166138,-1180.647217,1356.554688,2038.638062,-1179.996948,1359.442261,2114.690674,-1176.851440,1362.092651
67,0,1979.110474,-1180.657715,1356.532471,2038.738770,-1180.095825,1359.479858,2114.730957,-1176.907471,1362.120972
68,0,1979.170044,-1180.658325,1356.536987,2038.650513,-1180.087158,1359.461182,2114.667969,-1176.826416,1362.073120
69,0,1979.178101,-1180.643311,1356.536377,2038.640747,-1180.072998,1359.464722,2114.688232,-1176.847290,1362.118408
70,0,1979.175293,-1180.645874,1356.514282,2038.677979,-1179.629395,1359.427734,2114.478271,-1176.692261,1362.020752
71,0,1979.223389,-1180.668823,1356.506958,2038.628052,-1179.982178,1359.443237,2114.688232,-1176.873047,1362.117065
72,0,1979.112671,-1180.654785,1356.523071,2038.717773,-1180.035278,1359.493652,2114.535156,-1176.841797,1362.075195
73,0,1979.159058,-1180.677612,1356.507202,2038.603760,-1179.987427,1359.413086,2114.484863,-1176.768433,1362.037598
74,0,1979.201660,-1180.683838,1356.465820,2038.704590,-1180.016479,1359.468262,2114.046631,-1176.421265,1361.870361
75,0,1979.103882,-1180.662720,1356.473511,2038.616943,-1179.988159,1359.426880,2114.050537,-1176.406738,1361.869263
76,0,1979.159546,-1180.668945,1356.452271,2038.713257,-1180.052246,1359.477295,2114.070312,-1176.444580,1361.879028
77,0,1979.164307,-1180.669800,1356.489868,2038.625977,-1180.068115,1359.473999,2114.057373,-1176.458374,1361.871338
78,0,1979.250610,-1180.697754,1356.404297,2038.627441,-1180.091919,1359.535645,2114.056396,-1176.464233,1361.875366
79,0,1979.208984,-1180.682129,1356.526001,2038.762085,-1180.129272,1359.534790,2114.136475,-1176.490479,1361.898193
80,0,1979.211914,-1180.672241,1356.533569,2038.655029,-1180.169434,1359.447998,2114.161865,-1176.481445,1361.910400
81,0,1979.156128,-1180.664551,1356.522339,2038.668213,-1180.133057,1359.483887,2114.185547,-1176.496338,1361.930542
82,0,1979.158569,-1180.666138,1356.541870,2038.667969,-1180.071533,1359.509766,2114.236816,-1176.523926,1361.926025
83,0,1979.116699,-1180.654297,1356.546753,2038.662476,-1180.208374,1359.545532,2114.208252,-1176.502808,1361.921997
84,0,1979.058960,-1180.642090,1356.587402,2038.711548,-1180.299316,1359.548584,2114.300781,-1176.602051,1361.969727
85,0,1979.164429,-1180.657959,1356.553955,2038.743042,-1180.276245,1359.585449,2114.374268,-1176.650635,1362.019409
86,0,1979.112061,-1180.646240,1356.584839,2038.741577,-1180.234131,1359.615723,2114.347168,-1176.629639,1362.029419
87,0,1979.164307,-1180.665405,1356.536865,2038.671509,-1180.127441,1359.560791,2114.209961,-1176.522583,1361.958984
88,0,1979.107422,-1180.661499,1356.536621,2038.619751,-1180.285522,1359.521606,2114.514648,-1176.774902,1362.062378
89,0,1979.051392,-1180.659058,1356.537354,2038.740356,-1180.277466,1359.524170,2114.260010,-1176.582886,1361.952515
90,0,1979.048950,-1180.651367,1356.559448,2038.737793,-1180.254150,1359.506836,2114.476562,-1176.743042,1362.006470
91,0,1979.050781,-1180.664551,1356.515991,2038.731812,-1180.149780,1359.540039,2114.393311,-1176.666870,1361.978760
92,0,1979.047363,-1180.670044,1356.509888,2038.595215,-1180.254272,1359.447876,2114.353027,-1176.636719,1361.936401
93,0,1979.047119,-1180.668701,1356.513062,2038.713745,-1180.317871,1359.515381,2114.607422,-1176.841675,1362.034424
94,0,1979.047241,-1180.663940,1356.510376,2038.624268,-1180.308472,1359.472412,2114.645996,-1176.854004,1362.066650
95,0,1979.108521,-1180.653687,1356.514404,2038.655029,-1180.172241,1359.521729,2114.648438,-1176.831543,1362.080200
96,0,1979.061768,-1180.626343,1356.526123,2038.750854,-1180.270752,1359.536133,2114.523438,-1176.801880,1362.069824
97,0,1979.064697,-1180.625732,1356.535400,2038.733521,-1180.288940,1359.546753,2114.508301,-1176.770264,1362.061157
98,0,1979.118530,-1180.639404,1356.530151,2038.742065,-1180.241821,1359.578125,2114.510742,-1176.770264,1362.042114
99,0,1979.067383,-1180.625732,1356.540161,2038.740845,-1180.281616,1359.555786,2114.551025,-1176.807739,1362.060669
100,0,1979.120728,-1180.635010,1356.531860,2038.728027,-1180.286011,1359.535889,2114.545898,-1176.782593,1362.062500
101,0,1979.177002,-1180.641724,1356.541504,2038.658325,-1180.230225,1359.524536,2114.566650,-1176.765381,1362.054199
102,0,1979.119995,-1180.636230,1356.543823,2038.665283,-1180.209839,1359.511108,2114.673828,-1176.881470,1362.079102
103,0,1979.062256,-1180.629883,1356.538818,2038.650269,-1180.222656,1359.485107,2114.419678,-1176.701416,1362.012817
104,0,1979.113159,-1180.648560,1356.530029,2038.756104,-1180.229370,1359.592529,2114.690918,-1176.910889,1362.086548
105,0,1979.006836,-1180.626953,1356.539185,2038.675781,-1180.281860,1359.551758,2114.498291,-1176.720093,1362.024048
106,0,1979.117920,-1180.639893,1356.522461,2038.660522,-1180.212402,1359.519409,2114.557861,-1176.781738,1362.046265
107,0,1979.062866,-1180.635010,1356.529297,2038.742310,-1180.288574,1359.540771,2114.709961,-1176.882690,1362.094238
108,0,1979.063721,-1180.630981,1356.526733,2038.732544,-1180.340088,1359.533203,2114.693604,-1176.882446,1362.085083
109,0,1979.120483,-1180.643433,1356.487427,2038.757080,-1180.231445,1359.573364,2114.528076,-1176.807983,1362.035278
110,0,1979.109741,-1180.655029,1356.524170,2038.629028,-1180.296021,1359.470337,2114.524414,-1176.826050,1362.038818
111,0,1979.107300,-1180.663452,1356.522583,2038.647949,-1180.262329,1359.535889,2114.586426,-1176.868408,1362.093750
112,0,1979.110840,-1180.658203,1356.522705,2038.646973,-1180.232178,1359.505005,2114.466064,-1176.738159,1361.995361
113,0,1979.166260,-1180.665527,1356.515137,2038.646973,-1180.276123,1359.492065,2114.660156,-1176.816406,1362.058960
114,0,1979.116089,-1180.647583,1356.520630,2038.641235,-1180.276733,1359.471680,2114.700195,-1176.866333,1362.076904
115,0,1979.169189,-1180.661377,1356.520020,2038.641235,-1180.292603,1359.440186,2114.702393,-1176.883179,1362.069214
116,0,1979.222656,-1180.658325,1356.552124,2038.676758,-1180.205444,1359.479370,2114.701904,-1176.863647,1362.072876
117,0,1979.169678,-1180.652344,1356.518188,2038.752563,-1180.265137,1359.548706,2114.133545,-1176.481689,1361.916016
118,0,1979.172119,-1180.646729,1356.525513,2038.661987,-1180.290039,1359.542480,2114.378418,-1176.664062,1362.006836
119,0,1979.122437,-1180.634766,1356.554321,2038.754028,-1180.288086,1359.591675,2114.586914,-1176.796143,1362.103149
120,0,1979.178101,-1180.642334,1356.550293,2038.678833,-1180.248291,1359.550293,2114.182373,-1176.495850,1361.965576
121,0,1979.127563,-1180.626587,1356.556152,2038.607544,-1180.289551,1359.495728,2114.615234,-1176.828247,1362.099121
122,0,1979.177124,-1180.642944,1356.527954,2038.754028,-1180.254272,1359.572632,2114.542236,-1176.776733,1362.058960
123,0,1979.115479,-1180.648804,1356.518677,2038.650757,-1180.297852,1359.535522,2114.393311,-1176.671387,1362.010254
124,0,1979.166016,-1180.651855,1356.552246,2038.726074,-1180.266235,1359.562256,2114.236084,-1176.552368,1361.941650
125,0,1979.217407,-1180.662354,1356.535645,2038.718506,-1180.321167,1359.583984,2114.473145,-1176.741699,1362.011475
126,0,1979.110107,-1180.657471,1356.520020,2038.635254,-1180.242188,1359.527100,2114.526123,-1176.798584,1362.031616
127,0,1979.156616,-1180.672729,1356.529297,2038.663574,-1180.295654,1359.558105,2114.542969,-1176.779663,1362.055054
128,0,1979.212036,-1180.681152,1356.526123,2038.674072,-1180.264771,1359.552124,2114.497803,-1176.790161,1362.028931
129,0,1979.218140,-1180.670410,1356.539795,2038.621948,-1180.234985,1359.533203,2114.489990,-1176.770020,1362.015259
130,0,1979.207397,-1180.686157,1356.496826,2038.696045,-1180.352173,1359.505371,2114.041016,-1176.443970,1361.836182
131,0,1979.260254,-1180.693848,1356.466797,2038.660034,-1180.275879,1359.497070,2114.041016,-1176.449463,1361.847046
132,0,1979.255127,-1180.678589,1356.412964,2038.540894,-1179.597778,1359.316895,2114.055420,-1176.455933,1361.824707
133,0,1979.256348,-1180.676025,1356.421143,2038.711304,-1180.018555,1359.482910,2114.067627,-1176.428345,1361.865479
134,0,1979.265625,-1180.660522,1356.442383,2038.569458,-1179.997681,1359.405151,2114.067139,-1176.441528,1361.870117
135,0,1979.219727,-1180.658936,1356.462280,2038.598511,-1179.947266,1359.437134,2114.078613,-1176.454346,1361.881226
136,0,1979.229858,-1180.651978,1356.507690,2038.578735,-1179.965332,1359.421997,2114.083984,-1176.446655,1361.912598
137,0,1979.176880,-1180.644287,1356.520142,2038.672974,-1179.996948,1359.482422,2114.077393,-1176.438354,1361.897217
138,0,1979.124268,-1180.630859,1356.528809,2038.621948,-1180.034912,1359.458984,2114.114014,-1176.467163,1361.911133
139,0,1979.119263,-1180.641724,1356.529541,2038.645996,-1180.051636,1359.474976,2114.122314,-1176.489502,1361.914917
140,0,1979.115479,-1180.640869,1356.577148,2038.637695,-1180.075073,1359.479492,2114.130859,-1176.500244,1361.907959
141,0,1979.170410,-1180.660889,1356.538574,2038.617188,-1180.103271,1359.504395,2114.266113,-1176.603027,1361.978149
142,0,1979.116943,-1180.651733,1356.546387,2038.680786,-1180.160645,1359.548950,2114.174072,-1176.522339,1361.949097
143,0,1979.120605,-1180.643066,1356.543213,2038.734619,-1180.177490,1359.603516,2114.424316,-1176.716431,1362.048950
144,0,1979.016724,-1180.616089,1356.559692,2038.616455,-1179.599976,1359.408447,2114.554199,-1176.790649,1362.098633
145,0,1979.069824,-1180.612061,1356.579468,2038.619995,-1179.944458,1359.467407,2114.528320,-1176.781128,1362.046387
146,0,1979.066040,-1180.612549,1356.560669,2038.605225,-1179.954590,1359.468384,2114.261230,-1176.565796,1361.949951
147,0,1979.067139,-1180.608154,1356.559204,2038.706787,-1179.977417,1359.467041,2114.478027,-1176.719482,1362.014526
148,0,1979.121216,-1180.632568,1356.527954,2038.706055,-1179.965210,1359.492065,2114.503906,-1176.754761,1362.015503
149,0,1979.062866,-1180.630371,1356.525024,2038.724854,-1180.034546,1359.505615,2114.497803,-1176.754639,1362.025635
150,0,1979.112427,-1180.650513,1356.517212,2038.697754,-1179.654663,1359.403198,2114.231445,-1176.565430,1361.919922
151,0,1979.114746,-1180.647583,1356.514648,2038.610229,-1179.936035,1359.447021,2114.451660,-1176.719727,1362.008423
152,0,1979.062866,-1180.631714,1356.517700,2038.705322,-1180.010376,1359.493164,2114.608398,-1176.808228,1362.040283
153,0,1979.116455,-1180.638916,1356.495605,2038.683594,-1179.972168,1359.457764,2114.357422,-1176.655884,1361.938965
154,0,1979.057129,-1180.641968,1356.500488,2038.724854,-1179.985107,1359.473022,2114.629395,-1176.824829,1362.029663
155,0,1979.061523,-1180.636353,1356.522827,2038.683472,-1180.029053,1359.432983,2114.439941,-1176.690308,1361.972046
156,0,1979.122925,-1180.625854,1356.523804,2038.742065,-1180.039551,1359.507690,2114.174805,-1176.503540,1361.899414
157,0,1979.123291,-1180.625122,1356.519531,2038.659058,-1180.061768,1359.428467,2114.484863,-1176.729126,1362.019287
158,0,1979.066406,-1180.623291,1356.523804,2038.748779,-1180.058105,1359.527832,2114.175293,-1176.511475,1361.905029
159,0,1979.119995,-1180.623291,1356.553345,2038.725830,-1180.034180,1359.549805,2114.512207,-1176.745728,1362.035034
160,0,1979.128784,-1180.615601,1356.527832,2038.755127,-1180.162842,1359.551270,2114.505859,-1176.754028,1362.040161
161,0,1979.130371,-1180.616333,1356.538818,2038.745361,-1180.162720,1359.577515,2114.549805,-1176.797607,1362.053833
162,0,1979.177368,-1180.628418,1356.556152,2038.761597,-1180.182739,1359.544800,2114.590332,-1176.808594,1362.082886
163,0,1979.125732,-1180.626953,1356.533936,2038.700806,-1180.240112,1359.564697,2114.259033,-1176.575317,1361.941650
164,0,1979.116455,-1180.632568,1356.569214,2038.704590,-1179.647217,1359.404907,2114.546875,-1176.778687,1362.060547
165,0,1979.112427,-1180.644409,1356.564697,2038.737305,-1180.002808,1359.502075,2114.501709,-1176.756714,1362.025879
166,0,1979.116821,-1180.647705,1356.532349,2038.568481,-1179.575439,1359.338013,2114.523926,-1176.789795,1362.026611
167,0,1979.112793,-1180.641357,1356.552490,2038.729858,-1179.994629,1359.517700,2114.072021,-1176.475220,1361.893921
168,0,1979.169067,-1180.656128,1356.500366,2038.725830,-1179.993530,1359.497559,2114.504395,-1176.781494,1362.023560
169,0,1979.159058,-1180.661987,1356.508911,2038.625244,-1179.978760,1359.440430,2114.513184,-1176.774780,1362.027588
170,0,1979.110474,-1180.653809,1356.484741,2038.600220,-1179.947876,1359.424927,2114.481445,-1176.771118,1362.010498
171,0,1979.167603,-1180.657837,1356.493530,2038.734375,-1180.005005,1359.482056,2114.497559,-1176.784180,1362.015869
172,0,1979.163696,-1180.651123,1356.521851,2038.626465,-1180.042236,1359.456787,2114.492920,-1176.776367,1362.011719
173,0,1979.169312,-1180.645508,1356.477905,2038.625244,-1180.013062,1359.471924,2114.475586,-1176.766357,1362.007690
174,0,1979.169434,-1180.645386,1356.486938,2038.744263,-1180.093262,1359.510132,2114.493652,-1176.787476,1362.027222
175,0,1979.062744,-1180.627686,1356.513550,2038.667969,-1180.015137,1359.461792,2114.263184,-1176.599487,1361.944214
176,0,1979.120728,-1180.632568,1356.523071,2038.635742,-1180.043335,1359.486450,2114.557861,-1176.805420,1362.066772
177,0,1979.122803,-1180.634155,1356.530884,2038.768066,-1180.136841,1359.547241,2114.505127,-1176.766968,1362.031250
178,0,1979.179932,-1180.639038,1356.532227,2038.739014,-1180.124512,1359.542847,2114.513428,-1176.753418,1362.038818
179,0,1979.122803,-1180.635986,1356.538696,2038.685303,-1179.649292,1359.374390,2114.504883,-1176.761963,1362.010620
180,0,1979.123413,-1180.632568,1356.542480,2038.699341,-1179.660645,1359.404663,2114.550537,-1176.791870,1362.050781
181,0,1979.179321,-1180.639282,1356.536621,2038.734619,-1179.992676,1359.500122,2114.520996,-1176.782471,1362.036499
182,0,1979.120239,-1180.640625,1356.535034,2038.715820,-1179.980835,1359.513794,2114.524414,-1176.787476,1362.037598
183,0,1979.176147,-1180.647827,1356.527832,2038.683838,-1179.969116,1359.495850,2114.382324,-1176.692749,1362.005615
184,0,1979.180176,-1180.639648,1356.526855,2038.621460,-1179.960449,1359.422607,2114.518311,-1176.776978,1362.036865
185,0,1979.172729,-1180.642456,1356.555176,2038.640015,-1179.983643,1359.429565,2114.541016,-1176.795654,1362.045532
186,0,1979.163208,-1180.656250,1356.527588,2038.658569,-1180.010498,1359.452271,2114.324463,-1176.621948,1361.954468
187,0,1979.217773,-1180.667603,1356.528320,2038.608276,-1180.061523,1359.408936,2114.460205,-1176.727661,1361.985718
188,0,1979.162598,-1180.656250,1356.523193,2038.603516,-1180.024658,1359.454468,2114.462891,-1176.717407,1361.996704
189,0,1979.166870,-1180.647217,1356.536987,2038.704834,-1180.136719,1359.532959,2114.488037,-1176.746216,1362.020264
190,0,1979.173706,-1180.632568,1356.534424,2038.539185,-1179.583252,1359.333130,2114.166260,-1176.504150,1361.893311
191,0,1979.120850,-1180.636353,1356.517090,2038.608521,-1179.559448,1359.362427,2114.320801,-1176.628662,1361.985107
192,0,1979.171631,-1180.636230,1356.532715,2038.707031,-1179.641357,1359.429321,2114.309814,-1176.593140,1361.975098
193,0,1979.171875,-1180.637451,1356.541504,2038.596680,-1179.904663,1359.463379,2114.510254,-1176.776001,1362.035767
194,0,1979.268921,-1180.653320,1356.442871,2038.639038,-1179.899902,1359.451416,2114.280518,-1176.571167,1361.958984
195,0,1979.172607,-1180.635498,1356.545654,2038.566650,-1179.546387,1359.336670,2114.342773,-1176.628662,1361.979858
196,0,1979.167725,-1180.647339,1356.550171,2038.527954,-1179.586060,1359.374146,2114.438965,-1176.727173,1362.028564
197,0,1979.223755,-1180.655518,1356.553955,2038.619507,-1179.998535,1359.504517,2114.587158,-1176.817993,1362.073242
198,0,1979.173462,-1180.643677,1356.579834,2038.598511,-1179.974365,1359.497925,2114.278564,-1176.603760,1361.976562
199,0,1979.121948,-1180.622314,1356.562378,2038.662720,-1179.929077,1359.489502,2114.588379,-1176.787598,1362.091187
200,0,1979.134033,-1180.608032,1356.528931,2038.606201,-1179.940430,1359.460083,2114.476318,-1176.724121,1362.026367
201,0,1979.188965,-1180.602417,1356.547485,2038.662476,-1179.928955,1359.473389,2114.145752,-1176.460815,1361.889648
202,0,1979.177734,-1180.618164,1356.510742,2038.684814,-1180.033691,1359.492676,2114.015381,-1176.385620,1361.850952
203,0,1979.118408,-1180.622681,1356.528198,2038.618042,-1179.977417,1359.431274,2114.049561,-1176.417603,1361.813965
204,0,1979.118042,-1180.631958,1356.500854,2038.652466,-1180.080688,1359.482788,2114.050049,-1176.405273,1361.828003
205,0,1979.062866,-1180.624512,1356.505737,2038.666504,-1179.629639,1359.342896,2114.053711,-1176.386597,1361.809448
206,0,1979.167969,-1180.638672,1356.455933,2038.635010,-1179.873657,1359.438843,2114.046631,-1176.383911,1361.799438
207,0,1979.220581,-1180.636841,1356.469482,2038.605957,-1179.929077,1359.415161,2114.048584,-1176.392578,1361.813354
208,0,1979.313477,-1180.661987,1356.365479,2038.728271,-1179.975464,1359.485840,2114.053467,-1176.392578,1361.832520
209,0,1979.220825,-1180.648560,1356.427490,2038.681274,-1179.980957,1359.495850,2114.061768,-1176.423340,1361.848755
210,0,1979.122559,-1180.624268,1356.502563,2038.642212,-1179.602173,1359.376709,2114.052002,-1176.410889,1361.841553
211,0,1979.122437,-1180.608887,1356.533936,2038.704590,-1179.979858,1359.448364,2114.074219,-1176.404785,1361.860962
212,0,1979.017212,-1180.590698,1356.569214,2038.699585,-1180.020996,1359.468872,2114.066162,-1176.398071,1361.849854
213,0,1979.073242,-1180.615234,1356.548462,2038.716064,-1179.971924,1359.476929,2114.070801,-1176.422485,1361.873413
214,0,1979.132690,-1180.615234,1356.546387,2038.718018,-1179.999023,1359.517822,2114.090332,-1176.432983,1361.906006
215,0,1979.177856,-1180.632446,1356.568604,2038.722534,-1179.992065,1359.540405,2114.103271,-1176.458740,1361.934326
216,0,1979.277222,-1180.659668,1356.511475,2038.715088,-1180.057495,1359.606567,2114.119873,-1176.492432,1361.950439
217,0,1979.119263,-1180.651733,1356.562866,2038.755127,-1180.056519,1359.566040,2114.113525,-1176.472290,1361.915527
218,0,1979.082520,-1180.624756,1356.558960,2038.701782,-1179.652832,1359.465942,2114.208252,-1176.548950,1361.950928
219,0,1979.060669,-1180.648560,1356.562500,2038.707764,-1180.018188,1359.514038,2114.229004,-1176.568848,1361.961060
220,0,1979.005005,-1180.642700,1356.566528,2038.607544,-1179.980713,1359.479614,2114.271240,-1176.568115,1361.961670
221,0,1979.054810,-1180.648315,1356.578003,2038.701294,-1180.036499,1359.493286,2114.124756,-1176.491211,1361.897827
222,0,1979.113281,-1180.656372,1356.515015,2038.639282,-1179.977173,1359.441528,2114.374268,-1176.662109,1362.001465
223,0,1979.164795,-1180.668701,1356.498535,2038.622559,-1180.003418,1359.445923,2114.427002,-1176.698730,1362.006348
224,0,1979.101929,-1180.651611,1356.479248,2038.644043,-1179.987183,1359.462769,2114.448242,-1176.716064,1362.023438
225,0,1979.269409,-1180.664917,1356.551392,2038.604004,-1180.037231,1359.438599,2114.423584,-1176.696533,1362.004639
226,0,1979.214722,-1180.664795,1356.509399,2038.683472,-1180.056396,1359.507324,2114.431885,-1176.743164,1362.002319
